timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.779206,-84.064477,292.348114,-1.000000,-1.000000,1530639389.458655,
,,,,,,,,,,,,,,,,39.779206,-84.064477,292.348114,-1.000000,-1.000000,1530639398.458655,
1530639406.418178,0.040051,0.305527,-0.668573,-0.119444,-0.165127,0.022029,0.038186,-0.300796,-0.952924,-0.007363,-0.025880,-0.002780,8.520378,-3.814789,-15.725929,,,,,,,
1530639406.438147,0.037175,0.302804,-0.667916,-0.143623,-0.115484,0.027915,0.035475,-0.298198,-0.953845,-0.008025,-0.024632,-0.003370,8.420879,-3.717484,-15.636131,,,,,,,
1530639406.458115,0.035114,0.299919,-0.666915,-0.144879,-0.080330,0.052912,0.033539,-0.295443,-0.954771,-0.003006,-0.014494,0.005125,8.340321,-3.748291,-15.845741,,,,,,,
,,,,,,,,,,,,,,,,39.779165,-84.064599,292.348114,-1.000000,-1.000000,1530639406.458184,
,,,,,,,,,,,,,,,,39.779165,-84.064599,292.348114,-1.000000,-1.000000,1530639406.462188,
1530639406.478084,0.032864,0.297180,-0.665533,-0.139727,-0.102491,0.064612,0.031417,-0.292825,-0.955650,-0.012359,-0.017310,0.004432,8.307598,-3.616806,-15.622971,,,,,,,
1530639406.498052,0.029855,0.294289,-0.663909,-0.159774,-0.148961,0.080779,0.028568,-0.290060,-0.956582,-0.018558,-0.019083,0.006814,8.376804,-3.667671,-15.376190,,,,,,,
1530639406.518020,0.025682,0.290840,-0.662022,-0.191288,-0.197576,0.088428,0.024601,-0.286757,-0.957687,-0.012669,-0.021624,-0.001877,8.212147,-3.265709,-15.786522,,,,,,,
