timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.779189,-84.063511,291.537930,1.370000,208.828125,1530639306.999973,
1530639310.850708,0.095017,0.463253,1.319408,0.433774,-0.228783,-0.696105,0.084875,-0.446861,-0.890568,-0.073187,0.046974,-0.043957,7.763412,-42.453102,-34.658081,,,,,,,
,,,,,,,,,,,,,,,,39.779189,-84.063511,291.537930,1.370000,208.828125,1530639310.840605,
1530639310.870678,0.097874,0.469722,1.303250,0.305809,-0.218831,-0.692530,0.087134,-0.452638,-0.887426,-0.037116,0.017885,0.008032,8.179939,-42.508400,-34.487434,,,,,,,
1530639310.890647,0.099527,0.470120,1.287870,-0.025656,-0.307124,-0.679717,0.088584,-0.452994,-0.887102,-0.028174,0.004645,0.055025,8.570557,-42.296059,-34.233261,,,,,,,
1530639310.910616,0.099028,0.466133,1.273666,-0.168597,-0.354831,-0.638513,0.088319,-0.449435,-0.888936,-0.029527,-0.017240,0.040822,9.107899,-42.179878,-34.317505,,,,,,,
1530639310.930585,0.096850,0.462258,1.260610,-0.068442,-0.443629,-0.573142,0.086550,-0.445970,-0.890853,-0.009645,0.030687,-0.009324,9.342258,-41.921257,-34.286133,,,,,,,
1530639310.950554,0.093813,0.462313,1.247153,0.147052,-0.449882,-0.636952,0.083841,-0.446019,-0.891088,-0.043360,0.022863,-0.087565,9.739288,-41.824745,-34.242485,,,,,,,
1530639310.970523,0.093483,0.465562,1.230748,0.244409,-0.336550,-0.747449,0.083412,-0.448925,-0.889667,-0.092766,0.026089,-0.074047,9.960838,-41.450096,-34.358398,,,,,,,
1530639310.990492,0.093153,0.468840,1.214954,0.237391,-0.427700,-0.656139,0.082981,-0.451852,-0.888225,0.004147,0.024880,-0.010868,10.234661,-41.470146,-34.079506,,,,,,,
1530639311.010461,0.091625,0.474186,1.198617,0.389353,-0.397129,-0.774093,0.081401,-0.456615,-0.885933,-0.035854,0.054607,-0.026955,10.510284,-41.326546,-34.028313,,,,,,,
1530639311.030430,0.098302,0.480765,1.179190,0.415861,0.043649,-0.820785,0.087019,-0.462458,-0.882361,-0.061140,0.039499,0.045279,11.108471,-41.309624,-33.747047,,,,,,,
1530639311.050399,0.108514,0.487729,1.160723,0.469033,0.076490,-0.783441,0.095673,-0.468621,-0.878203,-0.044449,0.028176,0.028685,11.870876,-41.483711,-33.382668,,,,,,,
1530639311.070368,0.117319,0.497216,1.140848,0.638347,-0.140667,-0.836986,0.102877,-0.476980,-0.872872,-0.019625,0.048117,-0.064063,12.855392,-41.867882,-32.878105,,,,,,,
1530639311.090337,0.116752,0.509329,1.120417,0.724339,-0.704890,-0.823371,0.101701,-0.487591,-0.867128,0.026457,0.099301,-0.082716,13.327347,-42.022682,-32.358101,,,,,,,
1530639311.110306,0.113434,0.519602,1.098919,0.532015,-0.611549,-0.902835,0.098251,-0.496535,-0.862438,-0.024368,0.096541,0.064541,13.841946,-42.513680,-31.944145,,,,,,,
1530639311.130275,0.115106,0.524794,1.075828,0.289831,-0.468102,-1.041925,0.099396,-0.501035,-0.859700,-0.061752,0.108869,0.070180,14.396927,-42.503548,-31.838394,,,,,,,
1530639311.150244,0.118502,0.525376,1.048458,0.115128,-0.587143,-1.219670,0.102281,-0.501538,-0.859068,-0.011994,0.156506,0.022948,15.396111,-42.309090,-31.673302,,,,,,,
1530639311.170213,0.116639,0.523557,1.019935,0.017851,-0.962295,-1.240936,0.100785,-0.499964,-0.860161,0.017470,0.084803,-0.037437,15.730034,-41.623238,-32.026688,,,,,,,
1530639311.190182,0.109237,0.518273,0.991457,-0.233598,-1.094511,-1.265855,0.094703,-0.495380,-0.863498,0.047494,0.063267,-0.035763,16.061108,-41.195686,-32.638565,,,,,,,
1530639311.210151,0.100976,0.507669,0.965054,-0.549052,-0.972579,-1.163755,0.088091,-0.486141,-0.869429,0.051985,0.072460,0.026915,16.433773,-40.402901,-33.284416,,,,,,,
1530639311.230120,0.091364,0.494653,0.942728,-0.435688,-1.104589,-0.916462,0.080301,-0.474726,-0.876462,0.129431,-0.010595,-0.113436,16.442039,-39.771461,-34.238457,,,,,,,
1530639311.250089,0.077962,0.487765,0.924717,-0.193259,-1.137416,-0.810278,0.068801,-0.468652,-0.880699,0.197053,-0.051566,-0.127449,16.175983,-39.166298,-34.598892,,,,,,,
1530639311.270058,0.061317,0.480835,0.904107,-0.388640,-1.427336,-1.019905,0.054330,-0.462519,-0.884943,0.024619,0.118296,-0.039084,15.902767,-38.492912,-35.313347,,,,,,,
1530639311.290027,0.041848,0.468543,0.879222,-0.654450,-1.589300,-1.211983,0.037327,-0.451587,-0.891446,-0.043751,0.189411,0.008542,15.623940,-37.902245,-36.547310,,,,,,,
1530639311.309996,0.024009,0.453815,0.851018,-0.674729,-1.445172,-1.300587,0.021577,-0.438398,-0.898522,0.025527,0.112592,-0.096839,15.473545,-37.112602,-37.595680,,,,,,,
1530639311.329965,0.010662,0.443674,0.824521,-0.343973,-1.077924,-1.104977,0.009629,-0.429261,-0.903129,0.098067,0.016739,-0.238167,15.383301,-36.727684,-38.360519,,,,,,,
1530639311.349934,0.001604,0.439087,0.804207,-0.241580,-0.841571,-0.807255,0.001451,-0.425114,-0.905139,0.065641,-0.044506,-0.115949,15.142006,-36.228416,-39.324432,,,,,,,
1530639311.369903,-0.012274,0.429259,0.790170,-0.690411,-1.113713,-0.542780,-0.011160,-0.416197,-0.909206,0.055502,-0.032259,0.088527,14.768112,-35.843315,-40.356850,,,,,,,
1530639311.389872,-0.033844,0.407505,0.782968,-1.367706,-1.343275,-0.039463,-0.031067,-0.396320,-0.917587,0.176865,0.021426,0.217681,13.567383,-35.301750,-42.010536,,,,,,,
1530639311.409841,-0.073357,0.372248,0.793840,-1.835706,-1.881783,0.910950,-0.068272,-0.363710,-0.929007,0.425739,0.078935,0.104269,11.353397,-34.310310,-44.333611,,,,,,,
1530639311.429811,-0.108666,0.340884,0.813804,-1.110197,-1.006389,1.037933,-0.102212,-0.334320,-0.936900,0.275552,0.056366,-0.090977,9.320171,-34.102882,-46.820381,,,,,,,
1530639311.449780,-0.115389,0.334100,0.818494,0.050010,-0.071197,-0.319156,-0.108767,-0.327919,-0.938424,0.100832,0.174599,-0.131034,8.883507,-33.829262,-47.617729,,,,,,,
1530639311.469749,-0.126179,0.340066,0.801544,0.201363,-1.368242,-0.973063,-0.118638,-0.333550,-0.935238,0.096803,-0.112282,-0.183277,8.303967,-34.029274,-48.615349,,,,,,,
1530639311.489718,-0.156205,0.344698,0.778971,-0.013993,-2.004887,-1.167970,-0.146419,-0.337912,-0.929719,0.006618,-0.075265,0.024277,7.194794,-34.174339,-49.151527,,,,,,,
1530639311.509687,-0.168722,0.347653,0.750455,-0.079041,-0.549001,-1.457934,-0.157877,-0.340692,-0.926825,-0.025915,-0.012412,0.008673,6.851303,-33.634163,-49.469597,,,,,,,
1530639311.529656,-0.155565,0.351019,0.718416,-0.087206,0.384160,-1.508347,-0.145491,-0.343854,-0.927683,0.021330,0.045850,-0.058141,7.602547,-33.120125,-49.398232,,,,,,,
1530639311.549625,-0.132628,0.354030,0.689052,-0.004047,0.770161,-1.299217,-0.124039,-0.346681,-0.929746,0.077118,0.030473,-0.089358,8.525154,-32.115639,-49.066826,,,,,,,
1530639311.569594,-0.109736,0.359322,0.662808,0.197085,0.529217,-1.266928,-0.102522,-0.351640,-0.930504,0.091139,0.043702,-0.106315,9.326084,-31.165306,-48.312325,,,,,,,
1530639311.589563,-0.098868,0.369437,0.634449,0.475556,-0.282116,-1.446376,-0.092047,-0.361090,-0.927977,0.061285,0.015616,-0.105913,9.758671,-30.487450,-47.158333,,,,,,,
1530639311.609532,-0.100628,0.384349,0.600650,0.607424,-0.891386,-1.785064,-0.093129,-0.374956,-0.922353,-0.000407,0.033464,-0.080424,9.839371,-29.749947,-45.670631,,,,,,,
1530639311.629501,-0.100656,0.398121,0.559473,0.391384,-0.595857,-2.047728,-0.092627,-0.387687,-0.917125,0.040915,0.035835,0.018764,10.371861,-28.724892,-44.481575,,,,,,,
1530639311.649470,-0.087128,0.405502,0.516198,0.048675,0.049441,-1.960074,-0.079961,-0.394480,-0.915419,0.086492,0.037943,0.033720,11.619869,-27.770592,-43.581932,,,,,,,
1530639311.669439,-0.068090,0.405847,0.477314,-0.193888,0.188792,-1.666693,-0.062511,-0.394797,-0.916640,0.102794,0.106329,0.004866,13.104084,-26.400337,-42.717735,,,,,,,
1530639311.689408,-0.055142,0.404237,0.445032,-0.110173,-0.109068,-1.379976,-0.050672,-0.393317,-0.918005,0.119108,0.101493,-0.074884,14.088398,-25.292488,-41.850349,,,,,,,
1530639311.709377,-0.049926,0.406932,0.415984,0.165373,-0.427354,-1.341312,-0.045830,-0.395794,-0.917195,0.089394,0.119137,-0.077678,14.810692,-24.608238,-41.482750,,,,,,,
1530639311.729347,-0.048357,0.413295,0.385534,0.276452,-0.544706,-1.457385,-0.044268,-0.401629,-0.914732,0.046404,0.132311,-0.001665,15.148773,-23.683182,-40.937508,,,,,,,
1530639311.749316,-0.044765,0.420787,0.353289,0.318647,-0.429682,-1.490715,-0.040846,-0.408479,-0.911853,0.044661,0.129549,0.065616,15.781971,-23.452904,-40.778954,,,,,,,
1530639311.769284,-0.040827,0.427418,0.321148,0.233427,-0.510490,-1.454605,-0.037144,-0.414523,-0.909281,0.078831,0.111819,0.065561,16.185844,-22.984848,-40.589058,,,,,,,
1530639311.789253,-0.042953,0.433241,0.291212,0.259551,-0.902322,-1.304700,-0.038972,-0.419815,-0.906773,0.134355,0.076950,0.026478,16.126637,-22.582901,-40.506615,,,,,,,
1530639311.809222,-0.053556,0.440940,0.264554,0.365586,-1.140526,-1.185109,-0.048410,-0.426789,-0.903054,0.160821,0.046418,0.007287,15.864086,-22.113602,-40.788033,,,,,,,
1530639311.829191,-0.063019,0.449359,0.239003,0.333900,-0.938657,-1.162226,-0.056726,-0.434388,-0.898938,0.120400,0.053117,0.031811,15.644211,-21.967133,-41.020363,,,,,,,
1530639311.849160,-0.069185,0.456588,0.214091,0.256950,-0.813101,-1.116581,-0.062048,-0.440888,-0.895415,0.105078,0.081086,0.034575,15.622387,-21.931252,-41.086891,,,,,,,
1530639311.869129,-0.073888,0.462131,0.190452,0.172422,-0.723076,-1.040826,-0.066078,-0.445856,-0.892662,0.124244,0.074641,0.029686,15.347992,-21.521164,-41.188011,,,,,,,
1530639311.889098,-0.077547,0.466650,0.169027,0.151454,-0.626795,-0.915028,-0.069187,-0.449897,-0.890397,0.141223,0.056006,-0.001678,15.340740,-21.458267,-41.404701,,,,,,,
1530639311.909067,-0.081814,0.470941,0.150524,0.147246,-0.645358,-0.784575,-0.072826,-0.453725,-0.888161,0.131191,0.055836,-0.010948,15.037693,-21.365715,-41.411430,,,,,,,
