timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.779201,-84.064428,293.006531,-1.000000,-1.000000,1530639172.456463,
1530639231.382948,0.073112,0.388210,-2.214505,-0.498832,0.016902,0.376409,0.067611,-0.378532,-0.923115,0.131928,0.040123,0.109593,4.843704,-1.766052,-25.085121,,,,,,,
,,,,,,,,,,,,,,,,39.779201,-84.064428,293.006531,-1.000000,-1.000000,1530639181.456463,
1530639231.402917,0.068722,0.375416,-2.203485,-0.728619,-0.030395,0.522073,0.063885,-0.366660,-0.928159,0.100787,0.025977,0.047193,5.410004,-1.513214,-25.001282,,,,,,,
1530639231.422885,0.063996,0.363739,-2.189866,-0.531297,0.025107,0.628088,0.059768,-0.355771,-0.932660,0.057618,0.029554,-0.044803,5.815437,-0.774345,-24.805115,,,,,,,
1530639231.442853,0.059959,0.357526,-2.175893,-0.254526,0.045928,0.637106,0.056133,-0.349958,-0.935082,0.023594,0.037839,-0.067695,6.048622,-0.621521,-24.733559,,,,,,,
,,,,,,,,,,,,,,,,39.779065,-84.064653,293.006531,-1.000000,-1.000000,1530639231.440185,
,,,,,,,,,,,,,,,,39.779065,-84.064653,293.006531,-1.000000,-1.000000,1530639231.446551,
1530639231.462822,0.058007,0.353928,-2.163339,-0.224269,0.135007,0.525043,0.054382,-0.346585,-0.936441,0.016724,0.006741,0.048822,6.539665,-0.425148,-24.084541,,,,,,,
1530639231.482790,0.066205,0.350291,-2.164035,-0.165363,0.493582,-0.406777,0.062139,-0.343171,-0.937215,-0.397573,-0.006866,0.052083,6.821934,-0.088463,-23.501389,,,,,,,
,,,,,,,,,,,,,,,,39.779065,-84.064653,293.006531,-1.000000,-1.000000,1530639231.487228,
