timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.778985,-84.063215,290.378017,1.160000,-1.000000,1530639486.000014,
,,,,,,,,,,,,,,,,39.778985,-84.063215,290.378017,1.160000,-1.000000,1530639494.000014,
1530639498.437970,0.034697,0.280508,-0.952885,-0.031191,0.116093,0.377213,0.033334,-0.276844,-0.960336,0.049949,0.079930,-0.166479,14.198256,4.707245,-47.929085,,,,,,,
1530639498.457938,0.034955,0.280383,-0.943817,-0.041354,0.160751,0.464894,0.033584,-0.276724,-0.960362,-0.024474,0.034948,0.014836,14.261732,4.537239,-48.128090,,,,,,,
1530639498.477907,0.034492,0.278866,-0.932131,-0.126478,0.108942,0.617629,0.033153,-0.275265,-0.960796,0.003728,0.000073,0.117016,14.332739,4.603401,-48.088509,,,,,,,
,,,,,,,,,,,,,,,,39.778985,-84.063215,290.378021,-1.000000,-1.000000,1530639498.487692,
1530639498.497876,0.030905,0.275772,-0.918032,-0.213095,-0.054970,0.698654,0.029732,-0.272290,-0.961756,-0.016945,-0.020633,0.174265,14.375349,4.878326,-47.917427,,,,,,,
,,,,,,,,,,,,,,,,39.778985,-84.063215,290.378021,-1.000000,-1.000000,1530639498.492676,
1530639498.517845,0.023469,0.270640,-0.902912,-0.315100,-0.227418,0.737734,0.022613,-0.267348,-0.963335,-0.025390,-0.059465,0.170366,14.307734,4.983414,-47.904121,,,,,,,
1530639498.537814,0.013920,0.263656,-0.886981,-0.390996,-0.270785,0.786866,0.013438,-0.260612,-0.965350,-0.035823,-0.069313,0.121936,13.843119,5.424690,-47.813499,,,,,,,
,,,,,,,,,,,,,,,,39.778985,-84.063215,290.378021,-1.000000,-1.000000,1530639498.531770,
,,,,,,,,,,,,,,,,39.778985,-84.063215,290.378021,-1.000000,-1.000000,1530639498.537175,
1530639498.557783,0.005173,0.255583,-0.869742,-0.417833,-0.173040,0.860969,0.005005,-0.252809,-0.967503,-0.042740,-0.074049,0.056157,13.793158,5.712326,-48.112511,,,,,,,
1530639498.577751,-0.001697,0.247789,-0.851318,-0.356303,-0.058521,0.899688,-0.001645,-0.245261,-0.969456,-0.047473,-0.075525,0.007389,13.699736,5.874023,-47.900856,,,,,,,
1530639498.597720,-0.006799,0.242922,-0.833455,-0.202854,-0.080362,0.858042,-0.006599,-0.240540,-0.970617,-0.034782,-0.077652,-0.092463,13.800261,5.943779,-47.883400,,,,,,,
1530639498.617689,-0.012552,0.239839,-0.816543,-0.114345,-0.052429,0.805462,-0.012192,-0.237547,-0.971300,-0.015854,-0.067232,-0.065688,13.756937,5.819893,-47.849815,,,,,,,
1530639498.637658,-0.016526,0.238511,-0.800374,-0.035527,0.010621,0.783355,-0.016057,-0.236256,-0.971558,-0.011653,-0.072612,-0.083862,13.817530,5.697639,-47.856071,,,,,,,
1530639498.657627,-0.019168,0.237692,-0.784548,-0.030203,0.084662,0.771794,-0.018627,-0.235460,-0.971706,-0.016834,-0.091841,-0.018254,13.805769,5.705070,-47.710854,,,,,,,
1530639498.677595,-0.021203,0.237035,-0.768595,-0.013580,0.073485,0.790975,-0.020608,-0.234822,-0.971820,0.004114,-0.098018,0.042605,13.980486,5.286430,-47.666679,,,,,,,
1530639498.697564,-0.024569,0.236779,-0.751928,0.014461,0.010310,0.825961,-0.023881,-0.234572,-0.971805,0.037095,-0.088273,0.066623,13.937876,5.155411,-47.711143,,,,,,,
1530639498.717533,-0.028136,0.236886,-0.734882,0.023814,0.037838,0.835701,-0.027347,-0.234676,-0.971689,0.028171,-0.089878,0.096750,14.126291,4.947304,-47.752342,,,,,,,
1530639498.737502,-0.030185,0.236932,-0.717777,0.023833,0.140536,0.830803,-0.029338,-0.234722,-0.971620,0.013835,-0.098729,0.113084,13.967543,5.223022,-47.445137,,,,,,,
1530639498.757471,-0.030698,0.237422,-0.701002,0.047044,0.187020,0.812444,-0.029832,-0.235198,-0.971490,0.012605,-0.098252,0.106743,14.192072,4.969490,-47.466881,,,,,,,
1530639498.777440,-0.030155,0.238175,-0.684579,0.055610,0.230226,0.789916,-0.029299,-0.235930,-0.971328,0.011218,-0.088243,0.113845,14.592970,4.682007,-47.206779,,,,,,,
1530639498.797408,-0.029601,0.239457,-0.669139,0.105357,0.197477,0.734222,-0.028752,-0.237175,-0.971041,0.022374,-0.076942,0.047854,14.743303,4.559959,-47.223808,,,,,,,
1530639498.817377,-0.028224,0.242301,-0.655035,0.175163,0.276349,0.659442,-0.027396,-0.239937,-0.970402,0.018637,-0.057670,0.007771,15.018118,4.259041,-46.962944,,,,,,,
1530639498.837346,-0.024579,0.246283,-0.642242,0.221756,0.377194,0.601187,-0.023835,-0.243801,-0.969532,0.002884,-0.060093,-0.017604,15.252172,3.954887,-46.836281,,,,,,,
1530639498.857315,-0.019213,0.250480,-0.630524,0.192787,0.419491,0.552091,-0.018613,-0.247869,-0.968615,-0.020206,-0.067866,-0.022215,15.791235,3.660461,-46.523613,,,,,,,
,,,,,,,,,,,,,,,,39.779329,-84.063510,291.091553,-1.000000,-1.000000,1530639498.822364,
1530639498.877284,-0.013980,0.253419,-0.619604,0.120665,0.394322,0.523616,-0.013533,-0.250716,-0.967966,-0.016328,-0.062730,-0.032385,16.005671,3.619545,-46.449013,,,,,,,
1530639498.897252,-0.008821,0.254668,-0.609625,0.023622,0.366056,0.465196,-0.008536,-0.251924,-0.967709,-0.008828,-0.084258,-0.025058,16.291189,3.502861,-46.261971,,,,,,,
1530639498.917221,-0.006277,0.253476,-0.599676,-0.116325,0.166960,0.528282,-0.006077,-0.250770,-0.968028,0.033604,-0.095375,-0.054006,16.432299,3.255135,-46.266838,,,,,,,
1530639498.937190,-0.007700,0.249683,-0.587471,-0.216760,0.074663,0.630289,-0.007461,-0.247097,-0.968962,0.002776,-0.034993,-0.159395,16.642107,3.135750,-46.202827,,,,,,,
1530639498.957159,-0.009211,0.245057,-0.574335,-0.229558,0.086630,0.656370,-0.008936,-0.242611,-0.970082,-0.019552,-0.008747,-0.238505,16.680460,3.275131,-46.044106,,,,,,,
1530639498.977128,-0.011183,0.240508,-0.560746,-0.208700,0.053404,0.671082,-0.010861,-0.238196,-0.971156,-0.016956,0.001837,-0.217808,16.657358,3.430237,-46.026619,,,,,,,
1530639498.997097,-0.013699,0.236803,-0.547963,-0.152567,0.004170,0.604459,-0.013317,-0.234596,-0.972002,-0.053013,0.025170,-0.180617,16.637980,3.508568,-46.137016,,,,,,,
1530639499.017065,-0.017245,0.234084,-0.536839,-0.119370,-0.065920,0.521800,-0.016774,-0.231952,-0.972583,-0.047359,0.031314,-0.139142,16.757193,3.369492,-46.242683,,,,,,,
1530639499.037034,-0.019870,0.231941,-0.527415,-0.072562,0.030687,0.437643,-0.019336,-0.229867,-0.973030,-0.063122,0.061319,-0.125038,16.657373,3.339088,-46.128548,,,,,,,
1530639499.057003,-0.017207,0.232689,-0.519734,0.137829,0.362409,0.348560,-0.016743,-0.230595,-0.972906,-0.104900,0.090016,-0.136607,16.843763,3.431717,-46.136421,,,,,,,
1530639499.076972,-0.006288,0.239342,-0.513725,0.460323,0.758046,0.270449,-0.006109,-0.237064,-0.971475,-0.079111,0.077228,-0.082724,17.482786,3.101402,-45.596504,,,,,,,
1530639499.096941,0.010760,0.252487,-0.508313,0.766370,1.000710,0.284538,0.010418,-0.249812,-0.968238,-0.022473,0.050685,-0.027581,18.397943,2.424255,-45.295845,,,,,,,
1530639499.116910,0.029633,0.269946,-0.502062,0.898904,0.995702,0.363989,0.028556,-0.266679,-0.963362,0.052438,0.062440,-0.015687,19.138876,1.810982,-45.135551,,,,,,,
1530639499.136878,0.045326,0.288102,-0.493206,0.870303,0.870918,0.530862,0.043443,-0.284133,-0.957800,0.128279,0.077468,-0.039362,19.898718,0.908676,-44.713219,,,,,,,
