timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1530638978.691978,0.007129,0.113143,-0.423403,0.247410,-0.086532,-0.346083,0.007083,-0.112902,-0.993581,0.032620,0.012179,-0.010173,8.527952,-0.584999,-20.486351,,,,,,,
,,,,,,,,,,,,,,,,39.779244,-84.064408,291.283173,-1.000000,-1.000000,1530638958.451285,
1530638978.711947,0.001728,0.118113,-0.428899,0.221325,-0.379889,-0.226427,0.001716,-0.117839,-0.993031,0.046517,0.016459,0.016423,8.469625,-0.743484,-20.446838,,,,,,,
,,,,,,,,,,,,,,,,39.779244,-84.064408,291.283173,-1.000000,-1.000000,1530638967.451285,
1530638978.731915,-0.004813,0.121104,-0.432277,0.095857,-0.277741,-0.145865,-0.004778,-0.120808,-0.992664,0.003634,0.008092,0.046955,8.255758,-0.651009,-20.029465,,,,,,,
1530638978.751884,-0.008013,0.121413,-0.434922,-0.008133,-0.108925,-0.128840,-0.007954,-0.121115,-0.992607,-0.025997,0.010534,0.018867,8.307562,-0.969292,-20.451736,,,,,,,
1530638978.771853,-0.008257,0.121048,-0.437907,-0.015193,0.001725,-0.165978,-0.008196,-0.120752,-0.992649,-0.046949,0.013483,-0.022625,8.405184,-1.027710,-20.522614,,,,,,,
,,,,,,,,,,,,,,,,39.779255,-84.064472,291.283173,-1.000000,-1.000000,1530638978.758504,
1530638978.791821,-0.006909,0.120668,-0.441861,-0.023243,0.042869,-0.208839,-0.006859,-0.120376,-0.992705,-0.047172,0.014251,-0.007677,8.297190,-0.850121,-20.324486,,,,,,,
,,,,,,,,,,,,,,,,39.779255,-84.064472,291.283173,-1.000000,-1.000000,1530638978.763200,
1530638978.811790,-0.005515,0.120093,-0.446364,-0.031478,0.029752,-0.227145,-0.005475,-0.119805,-0.992782,-0.023608,0.008584,0.009353,8.239092,-0.852798,-19.938805,,,,,,,
,,,,,,,,,,,,,,,,39.779255,-84.064472,291.283173,-1.000000,-1.000000,1530638978.806046,
1530638978.831759,-0.004460,0.119211,-0.450638,-0.054744,0.030697,-0.203165,-0.004428,-0.118929,-0.992893,-0.007260,0.003679,0.022297,8.389620,-0.841690,-20.124962,,,,,,,
,,,,,,,,,,,,,,,,39.779255,-84.064472,291.283173,-1.000000,-1.000000,1530638978.810193,
1530638978.851727,-0.003726,0.117851,-0.454435,-0.075872,0.006283,-0.183644,-0.003700,-0.117578,-0.993057,-0.000374,0.006631,0.030792,8.348299,-0.605011,-20.376892,,,,,,,
1530638978.871696,-0.003795,0.116014,-0.458208,-0.095737,-0.026783,-0.190063,-0.003769,-0.115754,-0.993271,0.002274,0.003266,0.015655,8.383959,-0.662361,-20.430649,,,,,,,
1530638978.891665,-0.003654,0.114328,-0.461797,-0.078137,0.008350,-0.163119,-0.003630,-0.114080,-0.993465,0.000990,0.001012,0.002727,8.330412,-0.603737,-20.265137,,,,,,,
1530638978.911633,-0.003318,0.113035,-0.464433,-0.056488,-0.001911,-0.117022,-0.003297,-0.112794,-0.993613,-0.000839,-0.010024,-0.007333,8.203566,-0.367012,-20.321861,,,,,,,
1530638978.931602,-0.003653,0.112491,-0.466800,-0.008180,-0.057073,-0.124275,-0.003630,-0.112254,-0.993673,-0.010897,-0.012685,-0.015391,8.267252,-0.631020,-20.429657,,,,,,,
1530638978.951571,-0.005285,0.113016,-0.469762,0.044563,-0.123073,-0.160747,-0.005252,-0.112776,-0.993607,-0.014631,-0.015154,-0.020599,8.288191,-0.546753,-20.524185,,,,,,,
1530638978.971539,-0.007679,0.114213,-0.473186,0.058307,-0.142857,-0.173931,-0.007629,-0.113965,-0.993455,-0.008988,-0.013843,-0.016936,8.229181,-0.551964,-20.462860,,,,,,,
1530638978.991508,-0.009622,0.114943,-0.476508,0.013076,-0.096587,-0.158128,-0.009559,-0.114690,-0.993355,-0.004663,-0.015392,-0.003486,8.163214,-0.416534,-20.560928,,,,,,,
1530638979.011477,-0.010634,0.114660,-0.479051,-0.029307,-0.038428,-0.105619,-0.010564,-0.114409,-0.993378,0.004155,-0.020646,0.003265,8.049952,-0.502602,-20.417099,,,,,,,
1530638979.031445,-0.010764,0.114029,-0.480953,-0.031475,-0.008675,-0.097908,-0.010694,-0.113782,-0.993448,0.000974,-0.020816,-0.006476,8.153280,-0.385803,-20.166466,,,,,,,
1530638979.051414,-0.010482,0.113940,-0.483130,0.009546,0.010185,-0.113352,-0.010414,-0.113693,-0.993461,0.002220,-0.018478,-0.014046,8.169115,-0.536606,-20.558083,,,,,,,
1530638979.071383,-0.009800,0.114719,-0.485366,0.045127,0.024466,-0.105040,-0.009736,-0.114467,-0.993379,0.009537,-0.021717,-0.008330,8.171408,-0.427292,-20.365654,,,,,,,
1530638979.091351,-0.009493,0.115655,-0.487336,0.037710,-0.012034,-0.094345,-0.009430,-0.115397,-0.993275,0.020630,-0.018179,0.001896,8.141977,-0.389000,-20.423477,,,,,,,
1530638979.111319,-0.010093,0.116347,-0.489022,0.028155,-0.051876,-0.079342,-0.010024,-0.116084,-0.993189,0.030120,-0.020802,0.004816,8.143408,-0.400810,-20.574524,,,,,,,
,,,,,,,,,,,,,,,,39.779205,-84.064424,291.557617,-1.000000,-1.000000,1530638979.086325,
1530638979.131289,-0.011087,0.116952,-0.490493,0.021786,-0.060773,-0.069608,-0.011011,-0.116686,-0.993108,0.027033,-0.019758,-0.002940,8.024950,-0.403267,-20.528969,,,,,,,
1530638979.151258,-0.011619,0.117196,-0.491650,0.000615,-0.012353,-0.046499,-0.011539,-0.116928,-0.993073,0.023838,-0.019409,-0.000289,8.097143,-0.332832,-20.663521,,,,,,,
1530638979.171225,-0.011134,0.116910,-0.492162,-0.023781,0.029377,-0.013685,-0.011058,-0.116644,-0.993112,0.019634,-0.020532,-0.000082,8.157736,-0.561539,-20.632324,,,,,,,
1530638979.191194,-0.010330,0.116251,-0.492279,-0.042748,0.034826,-0.002670,-0.010260,-0.115989,-0.993197,0.019934,-0.018883,-0.006009,8.157511,-0.387482,-20.459770,,,,,,,
1530638979.211164,-0.009414,0.115395,-0.492204,-0.044963,0.050184,0.011449,-0.009352,-0.115139,-0.993305,0.020460,-0.017429,-0.006176,8.009737,-0.154770,-20.185387,,,,,,,
1530638979.231131,-0.008458,0.114710,-0.491557,-0.028481,0.043303,0.047908,-0.008402,-0.114458,-0.993393,0.020762,-0.012632,-0.013855,8.148733,-0.240395,-20.313210,,,,,,,
1530638979.251100,-0.007783,0.114595,-0.490369,0.002845,0.028826,0.064762,-0.007732,-0.114345,-0.993411,0.017375,-0.011586,-0.014874,8.187323,-0.389893,-20.506783,,,,,,,
1530638979.271070,-0.007500,0.115299,-0.488940,0.052062,0.013292,0.073871,-0.007450,-0.115043,-0.993333,0.008381,-0.010704,-0.020080,8.168203,-0.452080,-20.501404,,,,,,,
1530638979.291037,-0.007868,0.116800,-0.487621,0.081558,-0.023040,0.058279,-0.007814,-0.116534,-0.993156,-0.002699,-0.006223,-0.020440,8.139692,-0.513641,-20.496620,,,,,,,
