timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.779514,-84.063697,291.458706,0.000000,-1.000000,1530640532.000124,
,,,,,,,,,,,,,,,,39.779514,-84.063697,291.458706,0.000000,-1.000000,1530640540.000124,
1530640553.274150,0.151583,0.417827,-2.183719,-0.162477,0.691203,0.387858,0.138013,-0.405775,-0.903492,-0.011197,0.003828,-0.018474,1.811264,-6.394981,-20.608246,,,,,,,
1530640553.294119,0.159060,0.415266,-2.174383,-0.228790,0.485652,0.423164,0.144928,-0.403434,-0.903458,0.017090,-0.072717,-0.001526,1.921753,-6.207649,-20.904945,,,,,,,
1530640553.314087,0.161907,0.411372,-2.163197,-0.295460,0.309607,0.501759,0.147752,-0.399867,-0.904585,0.058165,-0.072316,0.008315,2.026112,-6.411850,-20.859886,,,,,,,
1530640553.334056,0.161798,0.406960,-2.150604,-0.293705,0.233133,0.545590,0.147936,-0.395820,-0.906334,0.046644,-0.048699,0.019844,2.084843,-6.329933,-20.825119,,,,,,,
,,,,,,,,,,,,,,,,39.779514,-84.063697,291.458710,-1.000000,-1.000000,1530640553.330484,
,,,,,,,,,,,,,,,,39.779514,-84.063697,291.458710,-1.000000,-1.000000,1530640553.337287,
1530640553.354025,0.161349,0.403651,-2.137877,-0.220303,0.248561,0.545964,0.147738,-0.392778,-0.907688,0.024335,-0.049254,0.027073,1.865135,-6.249786,-20.896721,,,,,,,
1530640553.373994,0.161235,0.402612,-2.126033,-0.114143,0.211196,0.516607,0.147701,-0.391823,-0.908107,0.033101,-0.073372,-0.006169,1.870205,-6.013397,-21.207787,,,,,,,
1530640553.393963,0.161450,0.403643,-2.115427,-0.022551,0.219199,0.472529,0.147831,-0.392771,-0.907676,0.041363,-0.073019,-0.004204,1.846863,-6.096626,-21.392548,,,,,,,
,,,,,,,,,,,,,,,,39.779514,-84.063697,291.458710,-1.000000,-1.000000,1530640553.383944,
,,,,,,,,,,,,,,,,39.779514,-84.063697,291.458710,-1.000000,-1.000000,1530640553.389282,
