timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.779227,-84.063243,291.028530,0.770000,-1.000000,1530640221.000061,
1530640229.804151,-0.045405,0.308087,-1.166828,-0.025546,-0.082957,-0.051961,-0.043252,-0.303236,-0.951933,0.010736,0.009901,-0.007341,3.440563,5.306290,-46.824814,,,,,,,
,,,,,,,,,,,,,,,,39.779227,-84.063243,291.028530,0.770000,-1.000000,1530640229.000061,
1530640229.824119,-0.045797,0.306908,-1.168146,-0.070710,-0.024485,-0.044728,-0.043641,-0.302112,-0.952273,0.000001,0.008732,-0.012434,3.319431,5.500076,-46.887146,,,,,,,
1530640229.844088,-0.045944,0.306005,-1.169311,-0.018315,-0.026743,-0.039903,-0.043794,-0.301252,-0.952538,-0.005156,0.014036,-0.022239,3.219090,5.632004,-46.770523,,,,,,,
1530640229.864057,-0.046106,0.306706,-1.170358,0.062440,-0.020141,-0.040726,-0.043939,-0.301920,-0.952320,0.002069,0.018289,-0.008358,3.195415,5.661270,-46.793518,,,,,,,
,,,,,,,,,,,,,,,,39.779227,-84.063243,291.028534,-1.000000,-1.000000,1530640229.873121,
1530640229.884026,-0.045710,0.308318,-1.171314,0.080212,0.027284,-0.035298,-0.043539,-0.303456,-0.951850,0.001791,0.016591,0.007972,3.057178,5.448997,-46.666397,,,,,,,
,,,,,,,,,,,,,,,,39.779227,-84.063243,291.028534,-1.000000,-1.000000,1530640229.879664,
1530640229.903994,-0.044557,0.309401,-1.172113,0.035004,0.048180,-0.021775,-0.042427,-0.304488,-0.951571,-0.000588,0.017730,0.006197,3.222340,5.351936,-46.633209,,,,,,,
,,,,,,,,,,,,,,,,39.779227,-84.063243,291.028534,-1.000000,-1.000000,1530640229.902590,
,,,,,,,,,,,,,,,,39.779227,-84.063243,291.028534,-1.000000,-1.000000,1530640229.913870,
1530640229.923963,-0.043927,0.309501,-1.172681,-0.001747,0.015028,-0.015072,-0.041826,-0.304584,-0.951567,0.004915,0.019504,-0.014574,3.243916,5.375305,-46.823608,,,,,,,
1530640229.943932,-0.044199,0.309506,-1.173210,0.009792,-0.033553,-0.014351,-0.042085,-0.304588,-0.951554,0.005891,0.022499,-0.024505,3.288074,5.554138,-46.812897,,,,,,,
