timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1530640636.456200,0.011848,0.536428,-2.148098,0.166662,0.071159,0.161310,0.010184,-0.511069,-0.859479,-0.039480,-0.009348,0.015485,-10.570093,-11.052223,-50.935448,,,,,,,
,,,,,,,,,,,,,,,,39.778935,-84.063506,291.008572,1.480000,-1.000000,1530640634.000116,
,,,,,,,,,,,,,,,,39.778935,-84.063506,291.008572,1.480000,-1.000000,1530640636.436475,
1530640636.476169,0.011528,0.536740,-2.143460,-0.112928,0.125910,0.238969,0.009907,-0.511337,-0.859323,-0.030140,-0.053620,0.058374,-10.496056,-10.951897,-50.797142,,,,,,,
1530640636.496138,0.010052,0.531899,-2.135925,-0.274333,0.125144,0.357173,0.008663,-0.507171,-0.861802,-0.014996,-0.036637,0.005188,-10.633186,-10.599640,-50.876472,,,,,,,
1530640636.516107,0.007964,0.528129,-2.127465,-0.110661,0.137305,0.346856,0.006879,-0.503918,-0.863723,-0.027662,0.005581,-0.022232,-10.616879,-10.474525,-51.063805,,,,,,,
1530640636.536076,0.008461,0.528110,-2.120351,0.041853,0.263511,0.287599,0.007309,-0.503901,-0.863730,-0.033569,0.018763,0.000311,-10.259024,-10.439064,-51.065727,,,,,,,
1530640636.556045,0.011457,0.529597,-2.113793,0.046060,0.352955,0.283669,0.009887,-0.505186,-0.862954,-0.020385,-0.010424,0.013771,-10.264095,-10.482262,-51.264259,,,,,,,
1530640636.576014,0.015212,0.529805,-2.106472,-0.040420,0.384587,0.342983,0.013126,-0.505365,-0.862806,0.011227,-0.033316,0.002271,-9.830593,-10.294945,-51.506859,,,,,,,
1530640636.595983,0.017101,0.528190,-2.096973,-0.106259,0.316557,0.445823,0.014769,-0.503970,-0.863594,0.012635,-0.039029,-0.008873,-9.525513,-10.062355,-51.298988,,,,,,,
1530640636.615952,0.017211,0.526123,-2.085818,-0.118983,0.262344,0.464027,0.014882,-0.502184,-0.864632,-0.050145,-0.066602,0.001488,-9.240597,-9.919258,-51.642952,,,,,,,
1530640636.635921,0.018840,0.522024,-2.077208,-0.258527,0.283092,0.343744,0.016330,-0.498635,-0.866658,-0.101413,-0.091239,0.014744,-8.990030,-9.610138,-51.756859,,,,,,,
1530640636.655890,0.022156,0.516667,-2.069421,-0.293086,0.411218,0.335025,0.019262,-0.493985,-0.869257,-0.037130,-0.039402,0.040994,-8.630285,-9.193405,-51.754509,,,,,,,
1530640636.675859,0.026307,0.510475,-2.060381,-0.357865,0.423803,0.433918,0.022950,-0.488592,-0.872210,0.041961,-0.017802,0.053607,-8.356695,-8.817574,-51.993141,,,,,,,
1530640636.695828,0.028884,0.502988,-2.047917,-0.427296,0.445935,0.588996,0.025303,-0.482045,-0.875780,0.056973,0.018209,0.063875,-7.893993,-8.258469,-52.199715,,,,,,,
1530640636.715797,0.029331,0.495228,-2.032512,-0.421711,0.397855,0.677145,0.025804,-0.475232,-0.879481,0.028624,0.032285,0.018962,-7.683594,-7.659081,-52.223534,,,,,,,
