timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.779046,-84.063536,292.210903,0.980000,90.351562,1530639689.000038,
1530639694.313183,0.163150,0.418320,-0.501241,-0.270762,0.192411,0.047954,0.148422,-0.406226,-0.901638,-0.029098,0.030616,-0.036045,26.139694,-16.281311,-44.465546,,,,,,,
1530639694.333151,0.165397,0.412571,-0.496071,-0.371865,0.216580,0.229267,0.150829,-0.400966,-0.903591,0.008488,-0.036443,-0.033604,26.312252,-16.112053,-44.475098,,,,,,,
,,,,,,,,,,,,,,,,39.779046,-84.063536,292.210903,0.980000,90.351562,1530639694.296231,
1530639694.353120,0.166615,0.403147,-0.488472,-0.653854,0.163763,0.217995,0.152549,-0.392315,-0.907093,-0.066368,-0.039386,-0.038830,26.363068,-15.919037,-44.612518,,,,,,,
1530639694.373089,0.166087,0.387079,-0.482040,-0.918145,0.066450,0.095237,0.153093,-0.377485,-0.913273,-0.097933,-0.066088,-0.045285,26.400581,-15.569183,-44.752991,,,,,,,
1530639694.393058,0.168519,0.368521,-0.478537,-0.885433,0.310407,-0.064638,0.156462,-0.360236,-0.919646,-0.035887,-0.093041,-0.136857,26.528152,-14.574181,-44.975555,,,,,,,
1530639694.413027,0.179728,0.356946,-0.478231,-0.333433,0.701420,-0.123639,0.167495,-0.349414,-0.921876,-0.039946,-0.018353,-0.267577,27.184486,-13.944626,-44.851807,,,,,,,
1530639694.432995,0.198199,0.358912,-0.481425,0.391384,0.935416,-0.152888,0.184357,-0.351255,-0.917950,-0.015443,0.004530,-0.275883,27.981030,-13.510719,-44.531525,,,,,,,
1530639694.452964,0.221735,0.371408,-0.487890,0.796546,1.107846,-0.203835,0.204928,-0.362928,-0.909003,-0.001406,-0.015093,-0.109139,29.028954,-13.654114,-44.327393,,,,,,,
1530639694.472933,0.245712,0.385983,-0.496253,0.749651,0.933661,-0.235448,0.225351,-0.376470,-0.898603,-0.020014,-0.004572,0.052045,30.266144,-13.702904,-43.523941,,,,,,,
1530639694.492902,0.259649,0.395101,-0.503502,0.363656,0.317623,-0.209499,0.236962,-0.384901,-0.892020,0.035438,-0.003313,0.073447,30.911205,-13.773239,-43.162964,,,,,,,
1530639694.512871,0.264292,0.397390,-0.507487,0.089324,0.140520,-0.127615,0.240869,-0.387013,-0.890058,0.038946,0.002263,0.081784,31.348259,-13.634682,-43.154434,,,,,,,
1530639694.532839,0.271280,0.399798,-0.510405,0.240059,0.374310,-0.100055,0.246833,-0.389232,-0.887452,0.006813,0.016765,0.049897,31.383919,-13.174767,-43.296707,,,,,,,
1530639694.552808,0.279906,0.405655,-0.515318,0.321848,0.276902,-0.225427,0.253844,-0.394621,-0.883084,-0.019759,-0.001741,0.013256,31.788258,-12.900024,-42.853378,,,,,,,
1530639694.572777,0.287123,0.408199,-0.525023,0.241064,0.124102,-0.474441,0.259926,-0.396957,-0.880263,-0.028512,-0.005539,-0.000108,31.915554,-12.410126,-42.710831,,,,,,,
1530639694.592746,0.295096,0.409784,-0.538788,0.283494,0.156305,-0.663482,0.266752,-0.398411,-0.877560,-0.070524,0.022114,0.029827,32.259335,-11.687218,-42.342926,,,,,,,
1530639694.612715,0.310106,0.410973,-0.554876,0.250981,0.573662,-0.672982,0.279750,-0.399502,-0.873005,-0.013576,0.054089,0.096195,32.885010,-10.926186,-42.156166,,,,,,,
1530639694.632683,0.325131,0.410646,-0.567766,0.117424,0.343947,-0.492555,0.292876,-0.399201,-0.868828,0.057679,0.051255,0.016090,33.518272,-10.350517,-41.643044,,,,,,,
1530639694.652652,0.327923,0.409978,-0.575331,0.079007,-0.176426,-0.269243,0.295386,-0.398589,-0.868259,0.087411,0.019500,0.018542,33.661797,-10.068565,-41.367233,,,,,,,
1530639694.672621,0.323907,0.409116,-0.579989,-0.029533,-0.321476,-0.200837,0.292006,-0.397798,-0.869763,-0.013412,0.076509,0.107266,33.527264,-9.576431,-41.560493,,,,,,,
1530639694.692590,0.319873,0.405094,-0.583234,-0.201445,-0.225306,-0.211479,0.288996,-0.394105,-0.872446,-0.009532,0.032838,0.115473,33.510780,-8.786736,-41.585144,,,,,,,
1530639694.712558,0.315539,0.399432,-0.586218,-0.209773,-0.386448,-0.215410,0.285900,-0.388896,-0.875797,0.025364,0.008524,0.027088,33.284592,-8.479927,-41.605865,,,,,,,
1530639694.732527,0.302827,0.395372,-0.589915,-0.099309,-0.905113,-0.246051,0.275213,-0.385151,-0.880861,0.043772,0.021351,0.002184,32.863663,-7.996544,-42.203201,,,,,,,
1530639694.752496,0.283985,0.391656,-0.596989,-0.094439,-1.124473,-0.452079,0.258967,-0.381720,-0.887257,0.004934,0.029638,0.053838,31.780136,-7.261192,-42.873825,,,,,,,
1530639694.772465,0.273829,0.386543,-0.608835,-0.083304,-0.396534,-0.678414,0.250467,-0.376988,-0.891709,-0.010462,-0.008494,0.088807,31.424385,-6.978714,-43.282761,,,,,,,
1530639694.792434,0.278004,0.382249,-0.623604,0.020692,-0.045310,-0.709107,0.254631,-0.373008,-0.892204,0.038384,-0.039895,-0.054955,31.156479,-6.493408,-43.407318,,,,,,,
1530639694.812401,0.277013,0.380912,-0.638536,0.182101,-0.504744,-0.687158,0.253882,-0.371767,-0.892935,0.044763,0.011217,-0.081049,30.799446,-6.302513,-43.884232,,,,,,,
1530639694.832370,0.272263,0.381241,-0.655356,0.233155,-0.543900,-0.774171,0.249604,-0.372073,-0.894013,0.006911,0.033800,0.003037,30.306622,-5.851463,-44.068573,,,,,,,
1530639694.852339,0.269357,0.380203,-0.672407,0.066388,-0.409169,-0.773901,0.247109,-0.371109,-0.895106,-0.002098,-0.001816,0.083949,29.641735,-5.448540,-44.330978,,,,,,,
1530639694.872308,0.268347,0.372840,-0.687402,-0.293460,-0.328584,-0.756734,0.246922,-0.364261,-0.897966,0.013485,-0.035824,0.057313,29.231808,-4.913651,-44.748489,,,,,,,
1530639694.892277,0.264484,0.362516,-0.699899,-0.338395,-0.470653,-0.643692,0.244422,-0.354628,-0.902495,0.057641,-0.037996,-0.016695,28.789661,-4.290298,-44.983810,,,,,,,
1530639694.912245,0.258040,0.356105,-0.708377,-0.096591,-0.409949,-0.334286,0.239176,-0.348626,-0.906231,0.033087,-0.001960,-0.073734,28.300617,-4.019676,-45.498001,,,,,,,
1530639694.932214,0.254425,0.358047,-0.712250,0.280845,-0.210973,-0.072038,0.235727,-0.350446,-0.906432,-0.010797,0.038709,-0.134873,27.891434,-4.081314,-45.710388,,,,,,,
1530639694.952183,0.250921,0.367030,-0.715970,0.554529,-0.287263,-0.067770,0.231759,-0.358845,-0.904167,-0.055215,0.026325,-0.093529,27.671619,-4.759483,-46.002106,,,,,,,
1530639694.972152,0.244147,0.378987,-0.721032,0.660582,-0.533395,-0.078718,0.224576,-0.369980,-0.901488,-0.036633,-0.028397,-0.037340,27.233387,-5.205887,-46.033783,,,,,,,
1530639694.992120,0.232754,0.390647,-0.726511,0.605353,-0.725195,-0.116801,0.213281,-0.380787,-0.899729,-0.003075,-0.005520,-0.007330,26.844387,-5.783173,-46.323135,,,,,,,
1530639695.012089,0.220910,0.400120,-0.731441,0.474124,-0.644676,-0.100993,0.201810,-0.389529,-0.898632,0.020236,0.020953,0.023922,26.259136,-6.263947,-46.640259,,,,,,,
1530639695.032058,0.210550,0.408091,-0.734448,0.428270,-0.531583,-0.010445,0.191835,-0.396858,-0.897609,0.015227,0.018852,-0.004994,25.807251,-6.603661,-46.840073,,,,,,,
1530639695.055763,0.201929,0.417698,-0.736631,0.394866,-0.269769,-0.035789,0.183317,-0.405657,-0.895454,-0.035337,0.036837,0.036017,25.384182,-7.057991,-47.366501,,,,,,,
1530639695.075732,0.201656,0.422397,-0.742565,0.206551,-0.087581,-0.352145,0.182688,-0.409948,-0.893626,-0.072611,0.018285,0.081538,25.304779,-7.185440,-47.318497,,,,,,,
1530639695.095701,0.204195,0.421165,-0.755720,0.000901,-0.243929,-0.720640,0.185058,-0.408824,-0.893653,-0.081589,-0.016424,0.073295,25.254803,-7.195351,-47.333267,,,,,,,
1530639695.115669,0.201396,0.417393,-0.774117,-0.002605,-0.665327,-0.923238,0.182864,-0.405379,-0.895672,-0.066348,-0.009950,0.020413,24.847721,-6.956726,-47.525681,,,,,,,
1530639695.135638,0.195991,0.415128,-0.796007,0.167269,-0.685478,-1.050255,0.178199,-0.403307,-0.897546,-0.061026,0.019060,-0.042930,24.309566,-6.537941,-47.967056,,,,,,,
1530639695.155607,0.194597,0.416828,-0.820657,0.379361,-0.489899,-1.087162,0.176814,-0.404862,-0.897119,-0.055568,0.076005,-0.049963,23.978848,-6.207352,-48.444504,,,,,,,
1530639695.175576,0.195549,0.421899,-0.842684,0.460043,-0.352643,-0.825282,0.177267,-0.409494,-0.894925,0.029429,0.048593,-0.002444,23.732685,-6.458397,-48.182938,,,,,,,
1530639695.195545,0.196870,0.427565,-0.858664,0.376301,-0.188651,-0.590639,0.177993,-0.414656,-0.892401,0.072862,-0.008196,0.062780,23.500870,-6.607414,-48.317490,,,,,,,
1530639695.215513,0.199779,0.430177,-0.870904,0.131038,-0.089985,-0.479698,0.180372,-0.417032,-0.890814,0.044726,-0.010565,0.090949,23.490208,-6.428871,-48.222351,,,,,,,
1530639695.235482,0.201052,0.427352,-0.879328,-0.162551,-0.110624,-0.354789,0.181740,-0.414462,-0.891735,0.030967,-0.008771,0.060528,23.439510,-6.202995,-48.354431,,,,,,,
1530639695.255451,0.202520,0.421492,-0.883882,-0.272864,0.051757,-0.205070,0.183535,-0.409123,-0.893831,0.033781,0.026707,-0.003096,23.512936,-5.690796,-48.282822,,,,,,,
1530639695.275420,0.205877,0.416501,-0.885227,-0.177567,0.165551,-0.063174,0.186950,-0.404563,-0.895197,0.054200,0.040900,-0.062368,23.532696,-5.650650,-48.430542,,,,,,,
1530639695.295389,0.207365,0.415566,-0.885200,0.036808,-0.001748,0.014620,0.188359,-0.403708,-0.895288,0.053722,0.011679,-0.093466,23.680504,-5.907295,-48.347748,,,,,,,
1530639695.315357,0.204858,0.418426,-0.885565,0.190036,-0.203745,0.004463,0.185878,-0.406323,-0.894623,0.017720,0.010327,-0.072921,23.524075,-5.897346,-48.235779,,,,,,,
1530639695.335326,0.200685,0.422690,-0.887188,0.242827,-0.247623,-0.038374,0.181797,-0.410215,-0.893685,0.017254,0.009916,-0.057288,23.357235,-6.076469,-48.170258,,,,,,,
1530639695.355295,0.198397,0.427107,-0.888956,0.222707,-0.094313,-0.018005,0.179393,-0.414240,-0.892314,0.021657,0.013879,-0.031606,23.195148,-6.462502,-48.408249,,,,,,,
1530639695.375264,0.198244,0.429462,-0.888723,0.068757,0.039721,0.082431,0.179063,-0.416382,-0.891382,0.038954,-0.003952,-0.008642,23.230537,-6.408310,-48.648315,,,,,,,
1530639695.395233,0.199282,0.430336,-0.886533,0.026638,0.116877,0.101585,0.179916,-0.417176,-0.890839,0.006699,-0.004928,-0.040756,23.311722,-6.297089,-48.423187,,,,,,,
