timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1530640314.206039,0.038083,0.362021,-1.471419,-0.260780,-0.253394,-0.137671,0.035606,-0.354165,-0.934504,0.013161,0.040597,-0.011892,5.808987,4.084801,-17.367035,,,,,,,
,,,,,,,,,,,,,,,,39.779279,-84.064328,291.735626,-1.000000,-1.000000,1530640298.442675,
,,,,,,,,,,,,,,,,39.779449,-84.063593,291.645020,2.299735,-1.000000,1530640314.186179,
1530640314.226008,0.034638,0.357697,-1.474578,-0.202809,-0.202377,-0.174707,0.032440,-0.350117,-0.936144,0.019089,0.050038,-0.008879,5.738903,4.380318,-17.034088,,,,,,,
1530640314.245977,0.035045,0.353062,-1.478992,-0.245456,0.040839,-0.223775,0.032877,-0.345773,-0.937742,-0.004297,0.035104,0.008970,5.795158,4.318108,-17.355949,,,,,,,
1530640314.265946,0.039227,0.347320,-1.482871,-0.288867,0.189553,-0.176214,0.036875,-0.340379,-0.939565,0.005239,0.017335,-0.019527,5.831463,4.376144,-17.329010,,,,,,,
,,,,,,,,,,,,,,,,39.779477,-84.063462,291.645020,-1.000000,-1.000000,1530640314.263856,
,,,,,,,,,,,,,,,,39.779477,-84.063462,291.645020,-1.000000,-1.000000,1530640314.276189,
1530640314.285915,0.044063,0.342296,-1.485551,-0.196102,0.190148,-0.107101,0.041494,-0.335651,-0.941072,0.031260,0.006183,-0.077254,5.871372,4.560326,-17.487488,,,,,,,
1530640314.305884,0.048303,0.340138,-1.486482,-0.046929,0.190535,-0.010543,0.045518,-0.333617,-0.941609,0.033034,0.003859,-0.078762,5.934254,4.547050,-17.303192,,,,,,,
,,,,,,,,,,,,,,,,39.779477,-84.063461,291.645020,-1.000000,-1.000000,1530640314.310957,
1530640314.325852,0.051192,0.339844,-1.485650,-0.009776,0.139225,0.064311,0.048243,-0.333340,-0.941571,0.036352,0.008800,-0.037143,6.004196,4.545189,-16.797775,,,,,,,
,,,,,,,,,,,,,,,,39.779477,-84.063461,291.645020,-1.000000,-1.000000,1530640314.326478,
1530640314.345821,0.052379,0.338722,-1.483190,-0.097428,0.087947,0.140491,0.049380,-0.332282,-0.941886,0.028577,-0.001733,0.004127,6.090752,4.584923,-16.880280,,,,,,,
1530640314.365790,0.052131,0.335653,-1.479607,-0.190985,0.010498,0.170236,0.049199,-0.329386,-0.942912,0.015544,0.003504,0.004863,5.966434,4.699036,-17.003815,,,,,,,
1530640314.385759,0.050058,0.331259,-1.475927,-0.234901,-0.085439,0.157305,0.047316,-0.325233,-0.944449,0.001573,0.009712,-0.023477,5.813438,4.842766,-17.008003,,,,,,,
,,,,,,,,,,,,,,,,39.779477,-84.063460,291.645020,-1.000000,-1.000000,1530640314.371972,
1530640314.405728,0.046890,0.327091,-1.472640,-0.185468,-0.101890,0.139437,0.044388,-0.321289,-0.945940,-0.001022,0.018906,-0.055052,5.973339,4.869308,-17.086945,,,,,,,
,,,,,,,,,,,,,,,,39.779477,-84.063460,291.645020,-1.000000,-1.000000,1530640314.378008,
1530640314.425697,0.045070,0.324816,-1.470095,-0.084511,-0.036541,0.103088,0.042699,-0.319135,-0.946747,-0.022420,0.025113,-0.042572,5.848660,4.983368,-17.242439,,,,,,,
1530640314.445666,0.043490,0.324025,-1.468379,-0.028649,-0.063921,0.068924,0.041214,-0.318385,-0.947065,-0.018921,0.025996,-0.014788,5.834297,4.946571,-17.224899,,,,,,,
1530640314.465635,0.043072,0.323322,-1.468979,-0.027682,-0.025562,-0.050615,0.040828,-0.317718,-0.947306,-0.023951,0.029571,0.013361,5.960728,4.727852,-17.371300,,,,,,,
1530640314.485604,0.042041,0.322601,-1.469647,-0.021564,-0.073186,-0.028265,0.039860,-0.317035,-0.947576,-0.042942,0.009341,-0.004893,5.857910,4.945763,-17.152367,,,,,,,
1530640314.505573,0.040796,0.322054,-1.469939,-0.018588,-0.051252,-0.007694,0.038688,-0.316516,-0.947798,-0.043373,0.009890,0.007078,5.854378,4.760612,-17.013237,,,,,,,
1530640314.525542,0.039617,0.321057,-1.469678,-0.065896,-0.056856,0.006802,0.037583,-0.315570,-0.948157,-0.038971,0.020068,-0.002618,5.789787,5.046539,-17.382172,,,,,,,
1530640314.545510,0.038239,0.318856,-1.469999,-0.114901,-0.067644,-0.027236,0.036302,-0.313481,-0.948900,-0.027269,0.019963,-0.008101,5.680065,5.157349,-17.236031,,,,,,,
1530640314.565479,0.038561,0.316600,-1.470792,-0.114760,0.066075,-0.048167,0.036636,-0.311338,-0.949593,-0.026489,0.010511,0.001091,5.823498,5.123810,-17.403839,,,,,,,
1530640314.585448,0.039274,0.314503,-1.471248,-0.110774,0.017317,-0.021484,0.037338,-0.309344,-0.950217,-0.035080,0.036257,-0.003900,5.791813,5.182251,-17.287537,,,,,,,
1530640314.605417,0.039454,0.311957,-1.471707,-0.128475,0.014114,-0.036403,0.037540,-0.306921,-0.950994,-0.050205,0.008841,0.015142,5.776356,5.259109,-17.308113,,,,,,,
1530640314.625386,0.039263,0.309523,-1.472032,-0.104534,-0.016957,-0.014164,0.037388,-0.304604,-0.951745,-0.017903,0.006707,-0.015907,5.803604,5.413773,-17.245010,,,,,,,
,,,,,,,,,,,,,,,,39.779239,-84.064289,291.874786,-1.000000,-1.000000,1530640314.602798,
1530640314.645355,0.038429,0.308279,-1.472288,-0.039429,-0.061069,-0.023697,0.036608,-0.303419,-0.952154,-0.024493,0.029554,-0.026606,5.811119,5.154289,-17.162064,,,,,,,
