timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,39.779313,-84.063503,291.896088,-1.000000,-1.000000,1530640416.431971,
,,,,,,,,,,,,,,,,39.779313,-84.063503,291.896088,-1.000000,-1.000000,1530640425.431971,
1530640455.104644,0.063287,0.278743,-0.622647,-0.033666,-0.133258,0.039473,0.060803,-0.275148,-0.959477,0.021167,-0.010497,-0.012035,20.513624,0.119911,-46.759750,,,,,,,
1530640455.124613,0.060919,0.276566,-0.621420,-0.167181,-0.070564,0.078947,0.058568,-0.273054,-0.960214,0.021541,-0.019533,0.009897,20.446363,0.266792,-47.067627,,,,,,,
1530640455.144582,0.059179,0.272166,-0.619562,-0.240780,-0.061871,0.102423,0.056967,-0.268819,-0.961505,0.010629,-0.010829,-0.016843,20.394072,0.424843,-46.902435,,,,,,,
1530640455.164552,0.057182,0.267679,-0.617298,-0.202093,-0.087374,0.116987,0.055115,-0.264494,-0.962811,0.018447,-0.005175,-0.041248,20.308458,0.685692,-47.020798,,,,,,,
,,,,,,,,,,,,,,,,39.778552,-84.062788,291.896088,-1.000000,-1.000000,1530640455.161050,
1530640455.184521,0.054552,0.264867,-0.614874,-0.124654,-0.116244,0.137594,0.052623,-0.261781,-0.963692,0.017262,-0.006011,-0.038262,20.127600,0.869240,-46.879196,,,,,,,
,,,,,,,,,,,,,,,,39.777972,-84.062232,291.896088,-1.000000,-1.000000,1530640455.166863,
1530640455.204490,0.049998,0.263673,-0.611984,-0.062927,-0.258817,0.158897,0.048250,-0.260629,-0.964233,0.000074,0.001168,-0.038117,19.973875,0.924652,-46.752487,,,,,,,
1530640455.224459,0.045247,0.263836,-0.609674,0.032836,-0.195629,0.116116,0.043666,-0.260786,-0.964409,0.024708,0.016615,-0.013222,19.860651,0.841316,-46.914322,,,,,,,
,,,,,,,,,,,,,,,,39.777533,-84.061810,291.896088,-1.000000,-1.000000,1530640455.228790,
1530640455.244429,0.040593,0.265749,-0.607883,0.124181,-0.219856,0.103163,0.039157,-0.262632,-0.964101,0.017636,0.008527,-0.015345,19.628141,0.800507,-47.047028,,,,,,,
